SONG	confidence	% bars in 4	category	beats score	downbeats score	backup beats score	backup downbeats score	BPM	Time Signature	Genre	Metadata											
0257_somebodytolove	2.076957865	100	A	98.71794872	0	84.61538462	12.82051282	130	4|4	Pop												
0258_sorry	1.744545149	0.6557377049	D	0	72.84768212	97.37991266	0	147	3|4	Rock	Some											
0259_spiceupyourlife	1.839897447	100	A	98.1981982	98.79518072	0	0	124	4|4	Pop												
0260_standintherain	2.136121698	0	D	0	90.625	88.65979381	0	180	6|4	Rock												
0261_starships	2.251383709	100	A	91.98813056	90.47619048	97.77117385	97.61904762	125	4|4	Pop												
0262_stash	1.040867851	93.25153374	C	39.83244478	8.641975309	60.2739726	21.60493827	90	4|4	Rock	Some											
0263_stereohearts	2.50816639	100	A	95.61128527	98.75	96.07535322	96.875	90	4|4	Hip-Hop												
0264_stereolove	2.68818799	100	A	98.39228296	100	100	100	127	4|4	Dance/Electronic												
0265_straightlines	2.190244381	90	C	97.4025974	61.48148148	90.37037037	7.462686567	128	4|4	Rock	Some											
0266_straightup	2.850632323	100	A	98.4375	98.4375	98.40954274	98.41269841	96	4|4	Pop												
0267_superfreak	2.742628774	100	A	82.93515358	0	95.30201342	0	132	4|4	Funk/Disco												
0268_supersonic	2.698992455	100	A	98.85386819	98.85057471	0.143472023	0	132	4|4	Hip-Hop												
0269_sweettalk	1.494350972	98.30508475	B	82.80922432	83.33333333	83.68200837	85	80	4|4	Rock	Some											
0270_takeovercontrol	2.357898486	100	A	98.25072886	97.6744186	98.81129272	99.4047619	130	4|4	Dance/Electronic												
0271_teachmehowtodougie	3.741644822	100	A	99.51690821	100	0.2421307506	0	85	4|4	Hip-Hop												
0272_teachmehowtojerk	3.015091112	100	A	96.8627451	98.41269841	94.49901768	96.03174603	97	4|4	Hip-Hop												
0273_technologic	2.4009946	100	A	98.67109635	98.66666667	0	0	128	4|4	Dance/Electronic												
0274_temperature	3.079816863	100	A	100	100	88.19444444	88.88888889	125	4|4	Reggaeton												
0275_temptedtotouch	1.890920239	100	A	0	0	98.4496124	98.4496124	106	4|4	Reggaeton												
0276_texasflood	2.293442477	0	D	1.618122977	89.74358974	65.38461538	0	87	6|4	Blues												
0277_thashiznit	2.350056551	100	A	97.1563981	97.14285714	98.33926453	99.04761905	98	4|4	Hip-Hop												
0278_thatsthahomie	2.560845244	100	A	96.14457831	97.11538462	2.29468599	0	72	4|4	Hip-Hop												
0279_thebreaks	2.581280346	100	A	96.05263158	96.05263158	98.6463621	97.97297297	112	4|4	Hip-Hop												
0280_thedayitriedtolive	1.202505588	80.13245033	C	89.12429379	23.16384181	7.132459971	8.666666667	132	4|4	Grunge	Some											
0281_theedgeofglory	2.119662608	100	A	98.19277108	100	88.62275449	90.47619048	128	4|4	Pop												
0282_thegreatsatan	0.7839245122	96.66666667	B	9.638554217	0	0.2958579882	0	159	4|4	Metal	Some											
0283_thehumptydance	2.308398542	100	A	98.91304348	98.55072464	99.09255898	97.82608696	103	4|4	Hip-Hop												
0284_thehustle	2.857339183	100	A	97.48201439	94.20289855	98.01801802	95.65217391	110	4|4	Funk/Disco												
0285_thekill	1.773808504	0	D	0	94.35483871	61.99460916	0	91	6|8	Rock												
0286_theragelive	1.603719217	97.75280899	B	95.25745257	72.43243243	73.31536388	72.04301075	76	4|4	Metal												
0287_therewasatime	1.778371419	99.33333333	B	97.319933	97.31543624	1.507537688	0	90	4|4	Rock												
0288_thewayiare	2.781444067	100	A	96.03174603	96.82539683	94.57364341	0	115	4|4	Pop												
0289_thisisexile	0.5529836623	78.07017544	C	31.11111111	6.956521739	66.80584551	20.83333333	125	4|4	Metal	Some											
0290_thisishowwedoit	3.190250511	100	A	96.15384615	96.55172414	98.89867841	98.2300885	104	4|4	Hip-Hop												
0291_thrasher	0.4155219734	99.38271605	B	48.29721362	41.97530864	47.9876161	0	208	4|4	Metal	Some											
0292_timeslikethese	1.681687578	86.89655172	C	92.19745223	51.70068027	92.67515924	23.68421053	145	4|4	Alternative												
0293_tomsawyer2	1.812624527	96.36363636	B	75.82938389	54.05405405	87.06998814	53.6036036	87	4|4	Prog	Some											
0294_tonighttonight	2.964097465	100	A	98.81305638	98.80952381	99.25705795	98.80952381	100	4|4	Pop												
0295_toxic	2.759610836	100	A	97.95918367	97.6744186	96.55172414	0	143	4|4	Pop												
0296_transmaniaconmc	1.503227228	92.10526316	C	96.48033126	42.85714286	0.3144654088	0	143	4|4	Classic Rock												
0297_troublecomesrunning	1.875509396	98.21428571	B	99.31192661	90.90909091	55.50458716	49.09090909	140	4|4	Rock												
0298_turnmeon	2.019617533	100	A	98.828125	0	97.65166341	96.875	106	4|4	Reggaeton												
0299_turnthebeataround	2.014520694	100	A	97.73371105	0	97.30496454	97.72727273	131	4|4	Funk/Disco												
0300_unbelievable	1.98724895	100	A	99.25742574	99.00990099	99.25650558	98.51485149	104	4|4	Pop												
0301_unclejohnsband	1.455193246	89.22155689	C	93.70199693	5.454545455	0	0	135	4|4	Classic Rock	Some											
0302_venus	2.193654848	100	A	96.96048632	0	98.59813084	99.375	126	4|4	Pop												
0303_wakeupdead	0.9327444851	79.22077922	C	68.31345826	9.933774834	20.54054054	1.904761905	165	4|4	Metal	Some											
0304_weaponofchoice	1.945679138	100	A	0	0	96	96.15384615	98	4|4	Dance/Electronic												
0305_wenospeakamericano	1.905285459	100	A	82.24637681	43.47826087	98.36660617	98.55072464	125	4|4	Dance/Electronic												
0306_werunthis	2.683528348	100	A	99.0990991	100	96.83972912	97.27272727	109	4|4	Hip-Hop												
0307_whatdoesntkillyou	2.571314554	100	A	97.32620321	97.84946237	90.36144578	75.80645161	115	4|4	Pop												
0308_whatislove	2.793252163	100	A	99.02597403	98.7012987	99.35064935	0	124	4|4	Dance/Electronic												
0309_whatsmyname	3.071198178	100	A	99.6031746	98.41269841	0	0	100	4|4	Pop												
0310_whineup	2.416097304	100	A	100	100	99.42857143	97.72727273	125	4|4	Reggaeton												
0311_whipmyhair	1.68158997	100	A	0	0	96.37305699	97.91666667	81	4|4	Pop												
0312_whitefalconfuzz	2.369665259	90.24390244	C	85.92814371	70.23809524	95.78947368	85.27607362	80	4|4	Rock	Some											
0313_whoamiwhatsmyname	2.79090151	100	A	98.75311721	99	98.87640449	98.5	97	4|4	Hip-Hop												
0314_whoomp	2.658856382	100	A	98.22695035	97.18309859	0	0	129	4|4	Hip-Hop												
0315_whygo	1.027735193	96.77419355	B	56.15384615	27.83505155	23.09322034	0	117	4|4	Grunge												
0316_wildones	2.366580525	100	A	100	100	99.44134078	100	127	4|4	Hip-Hop												
0317_wildthing	2.215024356	100	A	95.28023599	95.29411765	94.73684211	0	125	4|4	Hip-Hop												
0318_windup	1.44175894	94.04761905	C	98.14814815	90.24390244	96.44513138	89.63414634	128	4|4	Alternative												
0319_withoutyou	2.535720031	100	A	97.9047619	98.47328244	99.24528302	100	59	2|4	Metal												
0320_wolflikeme	1.493043312	99.12280702	B	63.25167038	62.83185841	1.113585746	2.654867257	88	4|4	Rock	Some											
0321_wonderwall	1.469414654	98.95833333	B	96.27163782	95.26315789	98.67021277	51.57894737	87	4|4	Rock												
0322_wordup	2.60769831	100	A	98.20143885	98.55072464	0	0	116	4|4	Funk/Disco												
0323_yeah	2.77607481	100	A	99.55947137	100	99.12280702	100	104	4|4	R&B												
0324_yeah3x	2.401810946	100	A	100	100	99.4011976	97.61904762	130	4|4	Pop												
0325_ymca	2.799831692	100	A	100	100	99.35483871	97.43589744	126	4|4	Funk/Disco												
0326_yougotittherightstuff	2.60207732	100	A	99.36708861	98.73417722	97.62282092	97.46835443	111	4|4	Pop												
0327_youmakemefeel	2.604534059	100	A	99.35344828	99.13793103	96.98275862	0	132	4|4	Dance/Electronic												
0328_youmakemefeeldc	2.480081636	100	A	99.09638554	98.79518072	98.19277108	0	131	4|4	Dance/Electronic												
0329_youreajerk	3.446867475	100	A	95.1754386	94.73684211	93.04347826	0	98	4|4	Hip-Hop												
0330_50waystosaygoodbye	2.336048668	100	A	99.27536232	99.27536232	93.97163121	95.71428571	141	4|4	Rock												
0331_againstallodds	1.88425455	98.92473118	B	91.66666667	92.70833333	0.2597402597	0	58	4|4	Pop												
0332_alejandro	2.408634102	100	A	91.55251142	91.81818182	90	91.36363636	99	4|4	Dance/Electronic												
0333_allday	1.945292454	100	A	97.27626459	96.92307692	27.82101167	26.35658915	85	4|4	Pop												
0334_alltherightplaces	2.149798913	100	A	97.08737864	97.4025974	94.79674797	97.4025974	94	4|4	Pop												
0335_allyourlife	2.549742963	100	A	93.13929314	95.83333333	92.33870968	91.93548387	66	4|4	Country												
0336_alonewithyou	2.071663017	100	A	94.76584022	96.66666667	74.96443812	90.90909091	109	4|4	Country												
0337_alwayssomethingthere	1.868443284	100	A	99.61759082	99.23664122	97.0260223	0	150	4|4	Pop												
0338_animal	2.110625931	100	A	97.83037475	97.63779528	97.63779528	98.41269841	150	4|4	Pop												
0339_aslongasyouloveme	1.821469733	100	A	97.67891683	95.34883721	98.0620155	66.15384615	70	4|4	Pop												
0340_backintime	2.783432689	100	A	99.0521327	100	0	0	127	4|4	Hip-Hop												
0341_baggageclaim	2.281101208	100	A	99.61389961	100	99.61389961	100	81	4|4	Country												
0342_bangpop	1.873794747	100	A	96.3190184	96.34146341	94.41860465	96.89440994	92	4|4	Rock												
0343_banjo	2.570034715	99.47089947	B	99.18918919	98.92473118	96.21109608	97.83783784	102	4|4	Country												
0344_beautifullife	2.463122164	99.14529915	B	96.2184874	95.79831933	93.69747899	61.66666667	134	4|4	Dance/Electronic												
0345_beinlovetonight	2.407235065	100	A	98.70801034	98.96907216	98.45360825	100	130	4|4	Dance/Electronic												
0346_birthdaydress	2.483212648	100	A	99.72222222	98.88888889	91.21338912	99.43820225	109	4|4	Hip-Hop												
0347_bitch	1.571298926	100	A	98.7244898	98.97959184	96.76584735	98.96907216	96	4|4	Alternative												
0348_blackout	2.380159146	100	A	95.68345324	100	76.35054022	86.05769231	122	4|4	Pop												
0349_blow	2.864160374	100	A	96.96261682	97.19626168	96.74418605	98.11320755	120	4|4	Dance/Electronic												
0350_blowme	2.169933301	100	A	99.53051643	100	87.67605634	99.06103286	114	4|4	Pop												
0351_blowup	2.626966665	96.72131148	B	98.73417722	100	96.19450317	99.15254237	83	4|4	Hip-Hop												
0352_boogiewonderland	3.03133285	100	A	97.88617886	100	72.82343369	96.1038961	130	4|4	Funk/Disco												
0353_bottomsup	2.946376786	100	A	98.96193772	100	98.09688581	0	74	4|4	Hip-Hop												
0354_brandnewday	2.578339473	100	A	97.5	99	88.80503145	96.46464646	117	4|4	Pop												
0355_brokenhearted	2.652088644	100	A	99.31972789	0	81.27128263	0	120	4|4	Pop												
0356_californiagurls	2.835168107	100	A	98.10126582	98.31932773	97.89029536	0	124	4|4	Dance/Electronic												
0357_cheers	1.960786092	97.43589744	B	83.27974277	82.05128205	12.86173633	14.1025641	80	4|4	Hip-Hop												
0358_children	2.239554166	100	A	0	0	97.85714286	97.14285714	90	4|4	Hip-Hop												
0359_cominghome	1.381330909	100	A	80.06134969	80.24691358	70.44410413	0	84	4|4	Hip-Hop												
0360_coolerthanme	2.914492	100	A	98.6636971	99.10714286	71.875	25	130	4|4	Pop												
0361_countrymustbecountrywide	1.520042987	100	A	96.37023593	98.55072464	95.45454545	94.44444444	84	4|4	Country												
0362_crazygirl	1.371230212	0	D	0	63.41463415	95.51020408	0	150	6|8	Country												
0363_darkside	2.085417297	100	A	96.9047619	97.14285714	93.6829559	93.33333333	119	4|4	Dance/Electronic												
0364_deuces	3.063167756	100	A	99.69879518	100	99.54819277	99.39759036	74	4|4	Hip-Hop												
0365_dirtroadanthem	1.785295881	100	A	97.00214133	0	0	0	64	4|4	Country												
0366_domino	2.314789054	99.16666667	B	88.34745763	75.42372881	0	0	128	4|4	Pop												
0367_dontdreamitsover	2.517457406	100	A	96.89542484	96.73202614	96.46302251	97.43589744	81	4|4	Pop												
0368_dontwakemeup	2.258262036	100	A	91.04803493	91.30434783	89.56521739	91.22807018	128	4|4	Pop												
0369_dontyouworrychild	2.067763447	100	A	97.72727273	98.18181818	97.61363636	97.72727273	130	4|4	Pop												
0370_downonme	2.384215913	100	A	96.28378378	98.64864865	96.07508532	96.57534247	80	4|4	Hip-Hop												
0371_downunder	2.497974102	100	A	97.84366577	97.84946237	0	0	105	4|4	Pop												
0372_drinkinmyhand	1.75233178	100	A	96.2962963	97.70114943	93.23529412	98.82352941	113	4|4	Country												
0373_driveby	2.946368758	98.96907216	B	56.61375661	94.73684211	0	0	122	4|4	Pop												
0374_drunkonyou	1.779797244	100	A	34.58333333	93.33333333	97.15447154	98.36065574	72	4|4	Country												
0375_dynamite	2.672591983	100	A	97.87735849	98.11320755	94.67455621	54.97630332	120	4|4	Dance/Electronic												
0376_earthquake	1.735716707	100	A	95.67901235	98.7654321	82.43451464	91.35802469	77	4|4	Dance/Electronic												
0377_eatdirt	2.149270965	96.36363636	B	94.19953596	80.55555556	96.41255605	46.42857143	63	4|4	Pop												
0378_effinperfect	2.888209869	100	A	97.77777778	97.46835443	95.86645469	96.83544304	92	4|4	Pop												
0379_et	2.278677655	100	A	96.81415929	97.88732394	100	100	75	4|4	Hip-Hop												
0380_everybodytalks	1.41043823	99.11504425	B	99.1011236	59.82142857	87.89237668	10.71428571	156	4|4	Rock												
0381_everythingyouwant	1.862677035	98.98989899	B	97.95918367	59.18367347	92.82970551	0	94	4|4	Alternative												
0382_fatherofmine	1.529198183	100	A	97.56756757	97.84946237	89.87688099	97.81420765	97	4|4	Rock												
0383_feelsoclose	2.667253722	100	A	99.52494062	100	76.77725118	21.15384615	128	4|4	Pop												
0384_finally	3.044057269	100	A	98.92703863	99.13793103	99.1416309	0	120	4|4	Dance/Electronic												
0385_fiveoclock	2.250414362	100	A	40.06968641	40.27777778	56.59722222	56.94444444	84	4|4	Pop												
0386_footloose	1.664963738	100	A	95.87301587	94.93670886	88.55325914	97.4522293	174	4|4	Pop												
0387_free	1.744610987	100	A	95.95744681	0	51.11821086	0	127	4|4	Pop												
0388_gangnamstyle	2.343083837	100	A	97.65458422	98.29059829	97.44680851	98.30508475	133	4|4	Dance/Electronic												
0389_gettinoveryou	2.204680993	100	A	98.97435897	98.97959184	0	0	130	4|4	Dance/Electronic												
0390_getyourselfbackhome	3.228891831	100	A	90.3640257	98.29059829	53.21888412	50.84745763	130	4|4	Hip-Hop												
0391_givemeallyourluvin	2.350538765	100	A	92.19409283	98.31932773	81.43459916	83.33333333	145	4|4	Dance/Electronic												
0392_givemeyourhand	2.192948375	100	A	98.70410367	99.13793103	98.59611231	98.70689655	126	4|4	Dance/Electronic												
0393_giveyourheartabreak	1.933820353	100	A	99.01960784	100	99.50980392	100	123	4|4	Pop												
0394_godgavemetoyou	1.393104137	100	A	98.03220036	0	98.5915493	98.5915493	76	4|4	Country												
0395_gold	2.887220631	100	A	99.27797834	98.55072464	98.18511797	97.82608696	96	4|4	Pop												
0396_goodfeeling	2.172365757	100	A	95.1171875	96.875	99.22178988	98.46153846	129	4|4	Hip-Hop												
0397_goodlife	2.583454014	100	A	99.74226804	100	94.95472186	30.41237113	95	4|4	Pop												
0398_goodtime	1.970527108	100	A	98.7804878	0	95.84859585	0	126	4|4	Pop												
0399_gotmygirls	2.083279228	100	A	97.73371105	0	97.86931818	98.29545455	95	4|4	Dance/Electronic												
0400_heatofthemoment	1.036116567	85	C	64.87523992	27.69230769	5.719921105	0	137	4|4	Pop	Some											
0401_hello	1.844535954	95.45454545	B	83.51648352	85.29411765	1.098901099	4.379562044	128	4|4	Dance/Electronic												
0402_herestous	2.137989682	100	A	99.12280702	100	98.46153846	99.12280702	80	4|4	Country												
0403_heybaby	2.309538183	100	A	99.29411765	100	99.06103286	0	128	4|4	Dance/Electronic												
0404_holditagainstme	2.283782643	100	A	98.7804878	99.18699187	98.7804878	100	133	4|4	Dance/Electronic												
0405_home	1.902741516	100	A	90.65217391	95.65217391	39.80154355	0	118	4|4	Country												
0406_honeybee	2.309725877	100	A	93.48441926	94.31818182	0	0	103	4|4	Country												
0407_humpinaround	2.720691756	100	A	99.57356077	0	99.57446809	0	110	4|4	Hip-Hop												
0408_icanonlyimagine	2.362376682	100	A	97.01149425	97.24770642	99.08256881	100	128	4|4	Dance/Electronic												
0409_idontlikeyou	2.46736584	100	A	99.80988593	99.24242424	99.61977186	100	128	4|4	Pop												
0410_idontwantthisnighttoend	2.60960239	100	A	95.4887218	96.96969697	92.08173691	97.44897959	112	4|4	Country												
0411_ifihadyou	2.654082456	100	A	98.75	99.16666667	73.33333333	25	131	4|4	Pop												
0412_ifitmakesyouhappy	1.85804658	100	A	97.88235294	98.13084112	96.63865546	98.57142857	95	4|4	Pop												
0413_ifyoucouldonlysee	1.341524482	99.00990099	B	98.52941176	86.2745098	0	0	95	4|4	Alternative												
0414_illbe	2.026483335	0	D	0.2538071066	100	1.688311688	96.96969697	140	6|8	Alternative												
0415_illbewaiting	2.426182618	100	A	98.32869081	98.88888889	98.32635983	98.33333333	97	4|4	Dance/Electronic												
0416_impossible	2.35397868	100	A	96.95121951	100	93.30289193	95.12195122	90	4|4	Pop												
0417_imtoosexy	3.038612266	100	A	99.10714286	100	99.4047619	0	122	4|4	Dance/Electronic												
0418_inthedark	2.553921942	100	A	98.47161572	98.26086957	92.79475983	82.17391304	124	4|4	Hip-Hop												
0419_itgirl	3.291293467	100	A	98.21428571	100	96.96428571	98.57142857	92	4|4	Pop												
0420_itsrainingmen	2.567141018	100	A	99.78494624	99.14529915	91.88034188	0	137	4|4	Pop												
0421_ittakestwo	2.79579422	100	A	100	100	99.47916667	100	112	4|4	Hip-Hop												
0422_itwillrain	1.995999104	100	A	92.5445705	92.85714286	95.79288026	96.1038961	75	4|4	Pop												
0423_iwannago	2.850447713	100	A	99.77324263	100	99.54751131	100	130	4|4	Dance/Electronic												
0424_justadream	3.154385057	100	A	92.19653179	98.85057471	91.14658926	90.8045977	90	4|4	Hip-Hop												
0425_justakiss	1.742010707	100	A	97.00598802	97.61904762	97.24409449	98.41269841	71	4|4	Pop												
0426_justcantgetenough	2.382170174	100	A	67.67123288	68.47826087	23.28159645	23.89380531	94	4|4	Hip-Hop												
0427_justthewayyouare	2.712794538	100	A	89.62765957	89.36170213	85.08655127	85.10638298	109	4|4	Pop												
0428_kingofanything	2.310231082	100	A	96.22166247	95.95959596	97.57033248	96.42857143	119	4|4	Pop												
0429_kissinu	2.518521732	100	A	100	100	98.43304843	98.28571429	110	4|4	Pop												
0430_lastfridaynight	2.217945041	100	A	98.30866808	98.30508475	98.31223629	0	126	4|4	Pop												
0431_letitrain	1.798307577	100	A	99.82238011	98.58156028	99.64664311	98.5915493	78	4|4	Country												
0432_letsgo	2.342866446	100	A	93.37606838	70.94017094	97.44680851	0	128	4|4	Dance/Electronic												
0433_lighters	2.994088469	99.0990991	B	98.40909091	99.09090909	85.55176337	89.54545455	90	4|4	Pop												
0434_lights	2.549564477	100	A	99.75429975	99.01960784	94.09594096	96.07843137	120	4|4	Pop												
0435_lookatmenow	2.079917792	98.48484848	B	0	0	96.60377358	0	73	4|4	Hip-Hop												
0436_loveactually	2.581547944	100	A	99.78448276	100	96.3401507	98.70689655	124	4|4	Pop												
0437_lovelikewoe	2.716465257	100	A	98.97260274	100	98.80136986	99.31506849	90	4|4	Pop												
0438_loverlover	2.872404514	98.88888889	B	98.32402235	97.77777778	0	0	112	4|4	Country												
0439_lovethewayyoulie	1.981095448	98.93617021	B	99.19354839	98.92473118	0	0	87	4|4	Hip-Hop												
0440_loveyoulikealovesong	2.876918343	100	A	99.43181818	98.86363636	97.86931818	98.29545455	118	4|4	Pop												
0441_lovingyoutonight	2.840830698	100	A	99.26199262	100	99.26062847	99.26470588	93	4|4	Pop												
0442_lullaby	2.115963435	100	A	97.48603352	97.77777778	96.72364672	99.43181818	80	4|4	Pop												
0443_magic	2.536278805	100	A	95.36679537	3.076923077	99.22779923	99.23076923	165	4|4	Pop												
0444_maybe	1.313197582	100	A	97.23247232	97.03703704	96.35036496	95.65217391	84	4|4	Pop												
0445_memories	2.19307607	100	A	99.31818182	99.09090909	99.54545455	0	130	4|4	Dance/Electronic												
0446_midnightcity	2.737819335	100	A	100	100	93.74233129	96.07843137	105	4|4	Pop												
0447_mindyourmanners	3.770856452	100	A	98.63945578	98.64864865	98.63713799	98.63945578	93	4|4	Hip-Hop												
0448_mine	2.064463033	100	A	97.35099338	97.36842105	0	0	121	4|4	Pop												
0449_misery	2.497011968	98.86363636	B	99.13043478	100	99.12152269	98.25581395	103	4|4	Pop												
0450_more	2.69821902	100	A	99.54648526	100	99.09502262	0	119	4|4	Dance/Electronic												
0451_mrknowitall	2.692722741	100	A	99.44444444	100	98.88423989	99.44444444	96	4|4	Pop												
0452_myfirstkiss	2.324803434	100	A	97.21577726	97.22222222	61.86046512	35.18518519	138	4|4	Hip-Hop												
0453_mygirl	2.143787104	100	A	0	0	95.86206897	95.89041096	74	4|4	Hip-Hop												
0454_myohmy	2.599687594	100	A	97.05882353	96.47058824	98.19548872	98.19277108	96	4|4	Pop												
0455_nevertearusapart	1.370921756	0	D	84.61538462	0	0.2617801047	98.94736842	195	6|8	Pop												
0456_nohands	3.897495573	100	A	95.39007092	92.95774648	2.836879433	0	65	4|4	Hip-Hop												
0457_nothing	1.161419468	98.82352941	B	1.33037694	0	2.332361516	0	78	4|4	Pop												
0458_notorious	2.695538659	100	A	98.80382775	98.0952381	93.89221557	98.0861244	106	4|4	Funk/Disco												
0459_notoveryou	1.805277675	100	A	66.53144016	60.48387097	81.85483871	85.48387097	71	4|4	Pop												
0460_numb	2.695576835	100	A	95.28089888	92.79279279	97.32142857	98.21428571	130	4|4	Dance/Electronic												
0461_obsession	2.660422205	100	A	99.78678038	100	99.57446809	98.30508475	130	4|4	Dance/Electronic												
0462_oldalabama	2.014205003	100	A	76.82926829	76.42276423	66.42929807	74.3902439	116	4|4	Country												
0463_onemorenight	2.551637153	100	A	97.58308157	96.38554217	98.94578313	99.39759036	93	4|4	Pop												
0464_oneofus	2.31516326	98.91304348	B	96.95290859	97.77777778	92.64909847	93.88888889	87	4|4	Pop												
0465_onething	2.433936664	100	A	98.25	99	99.5	100	126	4|4	Pop												
0466_onthedarkside	1.77869116	100	A	85.9030837	24.56140351	82.30088496	96.46017699	174	4|4	Pop												
0467_onthefloor	2.305295514	100	A	95.02074689	95	98.34024896	97.9253112	130	4|4	Dance/Electronic												
0468_openarms	1.26022118	0	D	80.53892216	0	0.4484304933	71.42857143	102	6|8	Pop												
0469_ordinaryworld	1.483019571	98.7654321	B	98.75583204	98.125	99.06832298	98.75	70	4|4	Pop												
0470_ours	2.796822935	100	A	53.18471338	53.16455696	97.86184211	98.02631579	160	4|4	Pop												
0471_paradise	1.366324816	100	A	94.41786284	94.87179487	96.84542587	97.46835443	70	4|4	Pop												
0472_partofme	2.716768269	100	A	99.33184855	100	99.11111111	98.24561404	130	4|4	Pop												
0473_payphone	2.875044412	100	A	99.74874372	99	97.48427673	98.99497487	110	4|4	Pop												
0474_pleasedontgo	2.661559824	100	A	99.47506562	100	0	0	120	4|4	Dance/Electronic												
0475_poisonedwithlove	1.781023507	0	D	0	100	97.04918033	0	170	6|8	Pop												
0476_pontoon	3.066504002	100	A	94.69026549	95.29411765	97.86259542	98.17073171	96	4|4	Country												
0477_poundthealarm	1.98865468	100	A	93.44660194	93.2038835	97.9368932	98.05825243	125	4|4	Hip-Hop												
0478_prayforyou	1.940824048	100	A	78.19905213	79.24528302	87.20379147	90.56603774	70	4|4	Pop												
0479_pricetag	2.769964215	100	A	100	100	0	0	87	4|4	Pop												
0480_raiseyourglass	2.747940797	100	A	99.24433249	100	98.99497487	0	122	4|4	Dance/Electronic												
0481_reallove	2.711264777	100	A	99.34924078	99.13043478	0	0	109	4|4	Pop												
0482_redsolocup	1.597181973	100	A	88.04159445	88.96551724	86.95652174	0	165	4|4	Country												
0483_ridinsolo	3.023854999	100	A	88.9261745	89.33333333	9.731543624	0	90	4|4	Dance/Electronic												
0484_rockthatbody	2.425989714	100	A	100	100	99.1744066	99.58677686	125	4|4	Dance/Electronic												
0485_rollinginthedeep	2.762088121	100	A	96.89922481	0	99.35400517	0	105	4|4	Pop												
0486_rundatback	2.998503378	100	A	99.12663755	98.26086957	99.56331878	100	130	4|4	Hip-Hop												
0487_secrets	1.285952704	100	A	58.65921788	59.25925926	98.13432836	100	74	4|4	Pop												
0488_september	1.500299729	100	A	97.27272727	97.08029197	94.36619718	94.36619718	75	4|4	Pop												
0489_shakeyourbody	2.799642805	100	A	99.53596288	100	99.53488372	100	118	4|4	Funk/Disco												
0490_showme	2.26639587	100	A	97.40820734	98.27586207	98.70689655	100	128	4|4	Dance/Electronic												
0491_skyscraper	1.503982206	100	A	68.94736842	72.63157895	16.05263158	23.15789474	103	4|4	Pop												
0492_sm	2.662504139	100	A	100	100	99.60474308	98.4375	128	4|4	Dance/Electronic												
0493_somebodysheartbreak	2.421787533	100	A	97.10669078	95.68345324	97.47292419	97.10144928	75	4|4	Pop												
0494_somebodythatiusedtoknow	2.394975713	100	A	100	100	100	0	130	4|4	Pop												
0495_someonelikeyou	1.180212579	100	A	95.26916803	71.89542484	1.219512195	0	67	4|4	Pop												
0496_sparksfly	2.588734968	100	A	96.50924025	96.72131148	0	0	115	4|4	Pop												
0497_speakers	1.702068504	100	A	95.82463466	97.5	0.2087682672	1.666666667	116	4|4	Pop												
0498_springsteen	3.057556382	100	A	99.54648526	99.09090909	90.87799316	98.16513761	104	4|4	Country												
0499_starbuckssmile	2.671479321	100	A	95.12893983	95.40229885	97.35682819	97.05882353	107	4|4	Pop												
0500_stay	3.048596654	100	A	97.44680851	96.61016949	98.68708972	99.12280702	80	4|4	Alternative												
0501_stayawhile	1.89973165	100	A	98.14814815	98.7654321	0	0	92	4|4	Pop												
0502_stronger	2.181137725	98.79518072	B	96.19883041	75.29411765	96.4549483	94.08284024	103	4|4	Pop	One											
0503_stucklikeglue	2.220304866	100	A	95.73863636	95.45454545	98.68035191	98.23529412	84	4|4	Country												
0504_suspiciousminds	1.913729925	100	A	82.63598326	78.1512605	7.098121086	0	120	4|4	Pop												
0505_takeitoff	2.617525536	99.09090909	B	98.8372093	99.06542056	99.76771196	99.06976744	125	4|4	Dance/Electronic												
0506_takemehometonight	1.787600683	100	A	98.24945295	98.24561404	94.75982533	0	132	4|4	Pop												
0507_teenagedream	2.671608813	100	A	98.43049327	99.0990991	96.12314709	72.27272727	120	4|4	Dance/Electronic												
0508_tennesseeme	1.995423087	92.1875	C	98.09160305	32.30769231	0	1.612903226	115	4|4	Country	Some											
0509_thelazysong	2.912916067	100	A	99.62546816	100	99.62476548	99.25373134	87	4|4	Pop												
0510_theonethatgotaway	2.568703441	100	A	98.17813765	97.58064516	97.98387097	0	134	4|4	Pop												
0511_theonlyexception	1.11160458	0	D	97.4916388	0	0	98	69	6|8	Pop												
0512_theshowgoeson	1.872301178	100	A	97.62340037	0	98.16849817	98.52941176	143	4|4	Hip-Hop												
0513_thetime	2.674606899	100	A	98.66412214	100	73.94636015	18.46153846	128	4|4	Hip-Hop												
0514_thetimeofmylife	2.355318006	99.21259843	B	97.85575049	98.4375	0	0	108	4|4	Pop												
0515_thisafternoon	1.959749648	100	A	99.54198473	99.3902439	99.09090909	98.79518072	80	4|4	Pop												
0516_thisorthat	2.396170237	100	A	98.48024316	98.7804878	99.84567901	99.38271605	102	4|4	Hip-Hop												
0517_tilltheworldends	2.385829526	100	A	98.61386139	99.20634921	98.41897233	0	132	4|4	Dance/Electronic												
0518_timeaftertime	2.783508147	100	A	97.80876494	97.61904762	98.43137255	98.4375	130	4|4	Pop												
0519_titanium	2.200764148	100	A	98.14814815	99.07407407	0	0	126	4|4	Pop												
